"tweet","time","tweeter","number_of_retweets","number_of_favourites""b'If Iran is able to turn over to the U.S. kidnapped former FBI Agent Robert A. Levinson, who has been missing in Ira\xe2\x80\xa6 https://t.co/NFxR4gJCei'",2019-11-11 02:25:09,realDonaldTrump,18773,75052
"b'RT @realDonaldTrump: ....\xe2\x80\x9dI WANT NOTHING! I WANT NOTHING! I WANT NO QUID PRO QUO! TELL PRESIDENT ZELENSKY TO DO THE RIGHT THING!\xe2\x80\x9d Later, Am\xe2\x80\xa6'",2019-11-21 01:16:47,realDonaldTrump,19752,0
"b'\xe2\x80\x9cAll four of Gordon Sondland\xe2\x80\x99s lawyers are Democrat Donors.\xe2\x80\x9d @TuckerCarlson  Despite this, big win today for Republicans!'",2019-11-21 01:11:46,realDonaldTrump,17678,66753
"b'Watch @TuckerCarlson, @seanhannity, @IngrahamAngle. Big News! @FoxNews'",2019-11-21 01:03:39,realDonaldTrump,10525,41553
b'https://t.co/ytr7dRvbUc https://t.co/G6lGfyxSUs',2019-11-21 00:49:39,realDonaldTrump,18506,69500
"b'If this were a prizefight, they\xe2\x80\x99d stop it!'",2019-11-20 23:38:10,realDonaldTrump,25080,125114
b'Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America. Today N\xe2\x80\xa6 https://t.co/IMdAKp9o8e',2019-11-20 23:18:50,realDonaldTrump,33456,134727
"b'RT @GOPLeader: With every question that @RepStefanik asks, Democrats\' sham impeachment gets weaker and weaker.\n\nQ: ""You testified, \'Preside\xe2\x80\xa6'",2019-11-20 20:14:13,realDonaldTrump,14288,0
b'RT @GOPoversight: President Obama gave Ukraine blankets. President Trump gave Ukraine missiles. https://t.co/6oebtm3hMf',2019-11-20 20:12:16,realDonaldTrump,9719,0
b'RT @Jim_Jordan: President Trump: \xe2\x80\x9cI want NOTHING. I want no quid pro quo. I want Zelensky to do what he ran on.\xe2\x80\x9d https://t.co/x9Y3cbz8Kw',2019-11-20 20:12:15,realDonaldTrump,18540,0
"b'RT @RepMarkMeadows: Wow.\n\n@RepMikeTurner: ""Mr. Sondland, let\'s be clear: no one on this planet\xe2\x80\x94not Donald Trump, Rudy Guiliani, Mick Mulvan\xe2\x80\xa6'",2019-11-20 20:11:58,realDonaldTrump,24918,0
"b'RT @RepMattGaetz: \xe2\x80\x9cAll I heard about the call, is that it was a good call.\xe2\x80\x9d #impeachmenthearing https://t.co/cRmM4c7IWN'",2019-11-20 19:25:18,realDonaldTrump,8865,0
b'RT @GOPLeader: .@Jim_Jordan calls it like it is:\n\nThe Ukrainians got a call from the President.\nThe Ukrainians got a meeting with the Presi\xe2\x80\xa6',2019-11-20 19:25:05,realDonaldTrump,18563,0
b'RT @RepAndyBiggsAZ: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 STORY OF THE SONDLAND HEARING \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\nCourtesy of @RepMikeTurner \xe2\x9e\xa1\xef\xb8\x8f\n\nQ: No one else on this planet told you that Donal\xe2\x80\xa6',2019-11-20 19:25:03,realDonaldTrump,10485,0
b'I WANT NOTHING! https://t.co/KKUfwSIRAi',2019-11-20 19:04:30,realDonaldTrump,17307,63775
b'Impeachment Witch Hunt is now OVER! Ambassador Sondland asks U.S. President (me): \xe2\x80\x9cWhat do you want from Ukraine? I\xe2\x80\xa6 https://t.co/m2H5hHC4ok',2019-11-20 18:57:06,realDonaldTrump,25204,97819
b'RT @WhiteHouse: President @realDonaldTrump delivers a statement on the sham impeachment process: https://t.co/XBoUNfRV4a',2019-11-20 18:48:02,realDonaldTrump,14920,0
b'We join families of Kevin King &amp; Tim Weeks in celebrating their release from Taliban captivity. Thanks to President\xe2\x80\xa6 https://t.co/suyld231na',2019-11-20 18:45:36,realDonaldTrump,14363,53112
b'https://t.co/HbgEgZsPZ9',2019-11-20 18:03:40,realDonaldTrump,15526,51248
b'RT @RNCResearch: Sondland agrees the president never told him \xe2\x80\x9cany preconditions for anything\xe2\x80\x9d\nhttps://t.co/LUTtELrmZX https://t.co/6ebGGBb\xe2\x80\xa6',2019-11-20 18:02:18,realDonaldTrump,7595,0
"b'RT @BlazeTV: Sondland testifies he asked @realDonaldTrump, ""What do you want [from Ukraine]?""\n\nTrump reportedly responded: ""I want nothing,\xe2\x80\xa6'",2019-11-20 17:59:53,realDonaldTrump,15376,0
b'RT @SenateGOP: read the transcript. https://t.co/MKzkki4MFX',2019-11-20 17:46:13,realDonaldTrump,9589,0
b'RT @GOPLeader: Case closed \xe2\x87\xa8 Ambassador Sondland just testified under oath that he NEVER heard the president say there were conditions on a\xe2\x80\xa6',2019-11-20 17:26:21,realDonaldTrump,23815,0
b'RT @SteveScalise: \xf0\x9f\x9a\xa8 BREAKING \xe2\x86\x92 Ambassador Sondland: \xe2\x80\x9cI don\xe2\x80\x99t recall President Trump ever talking to me about any security assistance. Ever.\xe2\x80\xa6',2019-11-20 17:25:41,realDonaldTrump,12542,0
"b'RT @RepMarkMeadows: What this ""bombshell"" hearing is amounting to: \n\n- Another witness who never heard anything from the President\n\n- Reach\xe2\x80\xa6'",2019-11-20 17:25:25,realDonaldTrump,15160,0
b'RT @SteveScalise: Q: Did @realDonaldTrump ever tell you personally about any pre-conditions for anything?\n\nSondland: No.\n\nQ: Any pre-condit\xe2\x80\xa6',2019-11-20 17:25:04,realDonaldTrump,14411,0
